Latitude,Longitude,SST (°C),pH Level,Bleaching Severity,Species Observed,Marine Heatwave,Year,Month,Day,Location_Galápagos,Location_Great Barrier Reef,Location_Hawaiian Islands,Location_Maldives,Location_Red Sea,Location_South China Sea
14.9429,-75.0097,27.42,7.978,1.0,129,0,2020,6,11,False,False,False,False,False,False
-18.2932,147.7749,29.45,7.98,1.0,138,0,2020,6,18,False,True,False,False,False,False
20.0611,38.5291,28.16,8.009,0.0,117,0,2020,6,24,False,False,False,False,True,False
20.0544,38.5942,30.81,7.979,1.0,80,1,2020,7,1,False,False,False,False,True,False
10.007,114.9116,28.98,8.033,1.0,108,0,2020,7,8,False,False,False,False,False,True
9.9203,115.0257,27.7,8.007,1.0,84,0,2020,7,14,False,False,False,False,False,True
14.9986,-74.9114,30.99,7.977,2.0,86,1,2020,7,21,False,False,False,False,False,False
10.0234,114.9501,28.95,8.079,0.0,133,0,2020,7,27,False,False,False,False,False,True
14.995,-75.0102,27.18,8.035,1.0,129,0,2020,8,3,False,False,False,False,False,False
3.2212,73.2664,27.3,8.149,1.0,127,0,2020,8,9,False,False,False,True,False,False
19.9989,38.4626,24.86,8.167,1.0,167,0,2020,8,16,False,False,False,False,True,False
9.9859,115.0033,29.27,7.956,0.0,104,0,2020,8,23,False,False,False,False,False,True
3.2425,73.158,28.94,7.973,0.0,122,0,2020,8,29,False,False,False,True,False,False
19.9982,38.4192,30.25,7.978,2.0,90,1,2020,9,5,False,False,False,False,True,False
20.01,38.5574,26.98,8.084,2.0,141,0,2020,9,11,False,False,False,False,True,False
15.0347,-74.9912,27.95,8.02,2.0,126,0,2020,9,18,False,False,False,False,False,False
9.9464,114.8539,29.15,8.082,0.0,78,0,2020,9,25,False,False,False,False,False,True
9.9495,115.031,31.59,7.989,2.0,78,1,2020,10,1,False,False,False,False,False,True
-0.9629,-90.8969,27.53,8.029,1.0,122,0,2020,10,8,True,False,False,False,False,False
14.9523,-74.9939,30.94,8.017,1.0,91,1,2020,10,14,False,False,False,False,False,False
19.8822,-155.661,29.82,8.02,0.0,104,0,2020,10,21,False,False,True,False,False,False
-18.1274,147.7141,27.37,8.051,1.0,148,0,2020,10,28,False,True,False,False,False,False
15.0057,-75.0719,29.88,7.989,0.0,134,0,2020,11,3,False,False,False,False,False,False
20.054,38.4776,30.42,8.015,1.0,113,1,2020,11,10,False,False,False,False,True,False
3.227,73.1784,27.53,8.121,0.0,124,0,2020,11,16,False,False,False,True,False,False
19.8766,-155.6306,29.14,8.14,2.0,97,0,2020,11,23,False,False,True,False,False,False
15.0012,-74.9294,28.38,8.075,1.0,105,0,2020,11,29,False,False,False,False,False,False
-18.2657,147.6898,29.98,8.08,2.0,144,0,2020,12,6,False,True,False,False,False,False
19.9258,-155.5665,28.79,8.027,1.0,122,0,2020,12,13,False,False,True,False,False,False
9.9852,115.0084,30.48,7.96,1.0,117,1,2020,12,19,False,False,False,False,False,True
-0.8879,-90.9715,25.32,8.083,1.0,171,0,2020,12,26,True,False,False,False,False,False
19.9989,38.45,27.74,8.107,1.0,135,0,2021,1,1,False,False,False,False,True,False
14.9881,-75.0183,27.91,8.016,0.0,150,0,2021,1,8,False,False,False,False,False,False
19.9839,38.5609,30.78,8.054,2.0,90,1,2021,1,15,False,False,False,False,True,False
20.0202,38.4988,27.14,8.093,1.0,115,0,2021,1,21,False,False,False,False,True,False
10.0594,114.9768,28.8,8.058,1.0,113,0,2021,1,28,False,False,False,False,False,True
10.0293,114.9763,29.81,7.957,1.0,108,0,2021,2,3,False,False,False,False,False,True
-18.1902,147.6492,27.48,8.096,0.0,132,0,2021,2,10,False,True,False,False,False,False
15.0175,-74.9755,29.45,8.086,1.0,116,0,2021,2,16,False,False,False,False,False,False
19.8847,-155.5492,31.35,7.986,2.0,76,1,2021,2,23,False,False,True,False,False,False
-0.8984,-90.9716,25.24,8.158,0.0,144,0,2021,3,2,True,False,False,False,False,False
-18.2916,147.7158,28.79,8.08,0.0,110,0,2021,3,8,False,True,False,False,False,False
10.0257,114.987,29.61,8.059,1.0,94,0,2021,3,15,False,False,False,False,False,True
-0.8995,-90.9924,29.71,8.044,1.0,135,0,2021,3,21,True,False,False,False,False,False
-18.2983,147.6817,28.47,8.035,0.0,132,0,2021,3,28,False,True,False,False,False,False
-18.3679,147.6465,26.9,8.13,1.0,161,0,2021,4,4,False,True,False,False,False,False
-18.2923,147.6908,28.61,8.106,1.0,105,0,2021,4,10,False,True,False,False,False,False
15.0119,-74.9512,29.25,8.044,1.0,127,0,2021,4,17,False,False,False,False,False,False
19.7616,-155.5489,27.52,7.978,2.0,137,0,2021,4,23,False,False,True,False,False,False
3.2715,73.2138,29.93,8.102,1.0,125,0,2021,4,30,False,False,False,True,False,False
3.2848,73.2578,28.61,7.968,1.0,115,0,2021,5,6,False,False,False,True,False,False
3.1606,73.3292,28.24,8.061,1.0,130,0,2021,5,13,False,False,False,True,False,False
3.205,73.3055,27.57,8.078,2.0,118,0,2021,5,20,False,False,False,True,False,False
3.1368,73.1901,28.44,8.03,0.0,110,0,2021,5,26,False,False,False,True,False,False
14.9297,-75.0042,26.24,8.133,1.0,143,0,2021,6,2,False,False,False,False,False,False
9.9271,114.9845,27.37,8.089,1.0,151,0,2021,6,8,False,False,False,False,False,True
3.109,73.2265,28.26,8.088,0.0,125,0,2021,6,15,False,False,False,True,False,False
19.9624,38.484,27.31,8.128,1.0,132,0,2021,6,22,False,False,False,False,True,False
-0.8587,-90.9686,27.44,7.996,0.0,103,0,2021,6,28,True,False,False,False,False,False
-18.3663,147.7126,29.26,7.956,0.0,125,0,2021,7,5,False,True,False,False,False,False
3.1786,73.228,30.92,8.046,1.0,91,1,2021,7,11,False,False,False,True,False,False
-0.9984,-91.0732,27.42,8.061,1.0,115,0,2021,7,18,True,False,False,False,False,False
-18.2937,147.703,28.16,8.024,1.0,125,0,2021,7,25,False,True,False,False,False,False
19.9189,-155.6373,30.62,8.003,0.0,99,1,2021,7,31,False,False,True,False,False,False
3.2382,73.2324,29.93,8.036,1.0,96,0,2021,8,7,False,False,False,True,False,False
-0.9357,-91.0228,28.66,8.045,0.0,115,0,2021,8,13,True,False,False,False,False,False
19.8904,-155.6769,27.68,8.071,2.0,130,0,2021,8,20,False,False,True,False,False,False
-18.3385,147.7625,27.2,8.124,1.0,139,0,2021,8,26,False,True,False,False,False,False
19.9677,38.5888,26.71,8.132,2.0,152,0,2021,9,2,False,False,False,False,True,False
9.9665,115.0696,28.12,8.072,1.0,127,0,2021,9,9,False,False,False,False,False,True
19.9933,38.5405,29.69,7.939,1.0,127,0,2021,9,15,False,False,False,False,True,False
19.8137,-155.5312,30.19,7.962,0.0,96,1,2021,9,22,False,False,True,False,False,False
-1.0091,-90.9763,28.04,8.098,1.0,144,0,2021,9,28,True,False,False,False,False,False
10.0698,114.9719,28.19,7.972,1.0,111,0,2021,10,5,False,False,False,False,False,True
-0.9056,-90.8848,26.65,8.057,1.0,138,0,2021,10,12,True,False,False,False,False,False
-18.2731,147.6587,29.14,8.014,0.0,113,0,2021,10,18,False,True,False,False,False,False
-18.2598,147.6995,27.85,8.058,1.0,125,0,2021,10,25,False,True,False,False,False,False
9.9815,114.9871,30.9,8.03,1.0,91,1,2021,10,31,False,False,False,False,False,True
20.0348,38.4833,30.26,8.033,0.0,100,1,2021,11,7,False,False,False,False,True,False
3.2252,73.1422,26.81,8.024,1.0,139,0,2021,11,13,False,False,False,True,False,False
20.0866,38.6116,29.46,8.056,1.0,83,0,2021,11,20,False,False,False,False,True,False
-18.3142,147.6598,27.57,8.06,2.0,122,0,2021,11,27,False,True,False,False,False,False
9.901,115.0374,26.89,8.094,2.0,167,0,2021,12,3,False,False,False,False,False,True
19.8508,-155.7093,28.07,8.114,1.0,153,0,2021,12,10,False,False,True,False,False,False
19.9385,38.5248,27.8,8.059,1.0,166,0,2021,12,16,False,False,False,False,True,False
19.9249,38.5127,29.2,8.09,1.0,114,0,2021,12,23,False,False,False,False,True,False
10.0154,114.9804,28.9,8.025,0.0,125,0,2021,12,30,False,False,False,False,False,True
19.9815,38.5189,28.46,8.107,1.0,119,0,2022,1,5,False,False,False,False,True,False
19.8081,-155.5197,27.14,8.044,0.0,124,0,2022,1,12,False,False,True,False,False,False
10.0687,114.8932,33.21,8.009,0.0,76,1,2022,1,18,False,False,False,False,False,True
19.8941,-155.5685,29.28,8.067,2.0,120,0,2022,1,25,False,False,True,False,False,False
19.9013,-155.5927,28.27,8.045,1.0,139,0,2022,1,31,False,False,True,False,False,False
20.0297,38.353,29.48,8.04,2.0,109,0,2022,2,7,False,False,False,False,True,False
19.8774,-155.5266,29.92,7.983,1.0,111,0,2022,2,14,False,False,True,False,False,False
9.9514,114.931,27.56,8.112,0.0,143,0,2022,2,20,False,False,False,False,False,True
15.0257,-74.9637,29.27,8.002,0.0,118,0,2022,2,27,False,False,False,False,False,False
10.04,115.0377,30.28,8.05,1.0,107,1,2022,3,5,False,False,False,False,False,True
15.0535,-75.0013,27.18,8.068,1.0,122,0,2022,3,12,False,False,False,False,False,False
-0.9876,-90.9728,27.31,8.058,2.0,103,0,2022,3,19,True,False,False,False,False,False
-0.9431,-90.9655,27.27,8.107,1.0,146,0,2022,3,25,True,False,False,False,False,False
19.9196,38.4619,27.35,8.026,0.0,143,0,2022,4,1,False,False,False,False,True,False
9.9903,114.9868,25.49,8.142,1.0,131,0,2022,4,7,False,False,False,False,False,True
-0.9508,-90.9517,30.54,7.944,2.0,54,1,2022,4,14,True,False,False,False,False,False
19.906,-155.4928,30.36,8.023,1.0,94,1,2022,4,20,False,False,True,False,False,False
-18.2467,147.6505,29.21,8.061,2.0,128,0,2022,4,27,False,True,False,False,False,False
10.138,115.0196,27.74,8.064,1.0,101,0,2022,5,4,False,False,False,False,False,True
19.9653,38.4795,27.71,8.073,2.0,115,0,2022,5,10,False,False,False,False,True,False
-0.8977,-90.9656,28.49,8.034,2.0,122,0,2022,5,17,True,False,False,False,False,False
-18.2458,147.6558,27.51,8.055,1.0,109,0,2022,5,23,False,True,False,False,False,False
-0.9948,-90.9894,29.81,8.037,1.0,109,0,2022,5,30,True,False,False,False,False,False
-18.2446,147.6923,29.09,8.033,0.0,118,0,2022,6,6,False,True,False,False,False,False
-0.9829,-91.0875,28.3,8.125,1.0,135,0,2022,6,12,True,False,False,False,False,False
19.9451,-155.521,28.63,8.057,1.0,109,0,2022,6,19,False,False,True,False,False,False
9.9842,115.0308,30.31,8.007,1.0,95,1,2022,6,25,False,False,False,False,False,True
20.0,38.5301,26.33,7.979,1.0,133,0,2022,7,2,False,False,False,False,True,False
19.939,38.4746,28.28,8.032,1.0,144,0,2022,7,9,False,False,False,False,True,False
3.2191,73.2357,29.43,7.974,0.0,126,0,2022,7,15,False,False,False,True,False,False
-18.2909,147.7327,26.89,8.004,1.0,148,0,2022,7,22,False,True,False,False,False,False
-18.2683,147.6541,27.2,8.132,1.0,115,0,2022,7,28,False,True,False,False,False,False
20.0821,38.455,29.46,8.014,1.0,119,0,2022,8,4,False,False,False,False,True,False
19.9728,38.4919,28.56,7.999,1.0,130,0,2022,8,10,False,False,False,False,True,False
-18.3128,147.6878,27.01,7.952,0.0,132,0,2022,8,17,False,True,False,False,False,False
-0.8332,-90.9264,28.47,8.037,1.0,120,0,2022,8,24,True,False,False,False,False,False
10.0274,114.941,30.17,8.052,0.0,114,1,2022,8,30,False,False,False,False,False,True
-0.9319,-90.9646,29.51,8.059,1.0,104,0,2022,9,6,True,False,False,False,False,False
19.9713,38.5051,30.82,7.942,1.0,74,1,2022,9,12,False,False,False,False,True,False
19.905,-155.5803,28.76,8.057,1.0,114,0,2022,9,19,False,False,True,False,False,False
19.9713,-155.6628,27.26,8.07,0.0,107,0,2022,9,26,False,False,True,False,False,False
19.888,-155.4997,28.53,8.061,0.0,100,0,2022,10,2,False,False,True,False,False,False
3.172,73.2019,28.02,8.124,0.0,133,0,2022,10,9,False,False,False,True,False,False
9.9444,115.0123,29.25,8.092,1.0,136,0,2022,10,15,False,False,False,False,False,True
19.846,-155.6233,26.61,8.076,2.0,145,0,2022,10,22,False,False,True,False,False,False
-18.2377,147.6954,28.02,8.067,2.0,112,0,2022,10,28,False,True,False,False,False,False
10.1045,114.9196,28.78,8.146,1.0,117,0,2022,11,4,False,False,False,False,False,True
19.8873,-155.6007,28.23,8.124,1.0,89,0,2022,11,11,False,False,True,False,False,False
-0.8771,-91.0368,28.1,8.037,1.0,132,0,2022,11,17,True,False,False,False,False,False
14.9201,-74.9769,31.54,7.921,0.0,92,1,2022,11,24,False,False,False,False,False,False
19.9669,38.5213,28.53,8.017,1.0,127,0,2022,11,30,False,False,False,False,True,False
10.0902,114.9905,29.58,7.964,1.0,94,0,2022,12,7,False,False,False,False,False,True
15.0236,-74.9258,29.03,8.024,1.0,114,0,2022,12,14,False,False,False,False,False,False
19.8343,-155.5526,29.82,8.001,1.0,99,0,2022,12,20,False,False,True,False,False,False
15.0133,-75.0218,28.4,8.157,1.0,117,0,2022,12,27,False,False,False,False,False,False
14.9821,-75.0324,29.62,8.019,1.0,99,0,2023,1,2,False,False,False,False,False,False
20.0661,38.571,27.6,7.975,1.0,144,0,2023,1,9,False,False,False,False,True,False
19.9658,38.5395,25.54,8.154,2.0,131,0,2023,1,15,False,False,False,False,True,False
20.0365,38.5007,27.07,8.058,2.0,144,0,2023,1,22,False,False,False,False,True,False
20.0053,38.5292,31.46,7.912,1.0,114,1,2023,1,29,False,False,False,False,True,False
19.902,-155.6277,26.5,8.08,1.0,153,0,2023,2,4,False,False,True,False,False,False
14.9936,-74.9244,26.32,8.093,0.0,122,0,2023,2,11,False,False,False,False,False,False
15.0182,-74.9557,27.87,7.932,2.0,129,0,2023,2,17,False,False,False,False,False,False
-0.932,-90.9454,30.35,7.959,1.0,111,1,2023,2,24,True,False,False,False,False,False
15.0596,-75.0889,28.98,8.015,1.0,113,0,2023,3,3,False,False,False,False,False,False
20.0174,38.4756,27.49,8.072,1.0,113,0,2023,3,9,False,False,False,False,True,False
-18.3414,147.7332,26.78,8.118,0.0,144,0,2023,3,16,False,True,False,False,False,False
9.9137,114.9661,30.29,7.965,0.0,95,1,2023,3,22,False,False,False,False,False,True
-0.9307,-90.9264,28.12,8.028,2.0,145,0,2023,3,29,True,False,False,False,False,False
10.0869,115.0489,28.63,8.007,2.0,106,0,2023,4,5,False,False,False,False,False,True
3.2289,73.2416,30.6,8.04,0.0,76,1,2023,4,11,False,False,False,True,False,False
10.0526,114.9501,27.92,8.074,1.0,155,0,2023,4,18,False,False,False,False,False,True
-18.1316,147.7295,28.23,8.082,1.0,136,0,2023,4,24,False,True,False,False,False,False
19.984,38.5898,28.85,8.068,0.0,126,0,2023,5,1,False,False,False,False,True,False
20.0211,38.5419,27.57,8.041,1.0,112,0,2023,5,7,False,False,False,False,True,False
-18.2651,147.7381,29.19,8.12,1.0,113,0,2023,5,14,False,True,False,False,False,False
19.9302,-155.6374,27.92,8.096,1.0,138,0,2023,5,21,False,False,True,False,False,False
19.9853,38.4964,26.22,8.078,1.0,156,0,2023,5,27,False,False,False,False,True,False
-0.925,-90.9406,28.57,8.049,0.0,109,0,2023,6,3,True,False,False,False,False,False
19.9317,-155.5618,29.24,8.009,0.0,80,0,2023,6,9,False,False,True,False,False,False
10.0549,114.9761,27.21,8.111,0.0,127,0,2023,6,16,False,False,False,False,False,True
19.9498,-155.5519,29.53,7.961,1.0,127,0,2023,6,23,False,False,True,False,False,False
-0.9407,-90.9841,28.72,7.957,1.0,123,0,2023,6,29,True,False,False,False,False,False
3.1513,73.1531,26.22,8.151,1.0,133,0,2023,7,6,False,False,False,True,False,False
15.0767,-75.0268,25.94,8.045,0.0,164,0,2023,7,12,False,False,False,False,False,False
-0.9616,-90.993,28.74,8.07,0.0,134,0,2023,7,19,True,False,False,False,False,False
19.9692,-155.6008,26.51,8.069,1.0,143,0,2023,7,25,False,False,True,False,False,False
14.9518,-75.0479,29.02,8.037,2.0,115,0,2023,8,1,False,False,False,False,False,False
14.9621,-75.0115,27.11,8.122,1.0,149,0,2023,8,8,False,False,False,False,False,False
3.1105,73.1742,26.26,8.062,0.0,141,0,2023,8,14,False,False,False,True,False,False
9.9275,114.9539,26.99,8.09,1.0,136,0,2023,8,21,False,False,False,False,False,True
-0.9899,-90.9568,27.68,8.053,0.0,153,0,2023,8,27,True,False,False,False,False,False
15.067,-75.065,29.74,8.066,0.0,90,0,2023,9,3,False,False,False,False,False,False
20.0409,38.5769,26.82,8.038,1.0,152,0,2023,9,10,False,False,False,False,True,False
19.9104,-155.5552,29.01,8.059,0.0,94,0,2023,9,16,False,False,True,False,False,False
-0.9014,-90.9071,28.16,8.055,0.0,100,0,2023,9,23,True,False,False,False,False,False
20.0257,38.5286,28.41,8.108,2.0,115,0,2023,9,29,False,False,False,False,True,False
-18.2589,147.6482,28.46,8.042,1.0,123,0,2023,10,6,False,True,False,False,False,False
9.9815,114.9934,29.74,8.003,1.0,83,0,2023,10,12,False,False,False,False,False,True
20.0875,38.5691,26.56,8.123,1.0,131,0,2023,10,19,False,False,False,False,True,False
15.0132,-74.9853,28.15,8.018,2.0,113,0,2023,10,26,False,False,False,False,False,False
-18.3329,147.6576,28.4,8.016,1.0,131,0,2023,11,1,False,True,False,False,False,False
19.9712,-155.6118,28.86,8.068,1.0,123,0,2023,11,8,False,False,True,False,False,False
-18.2833,147.7363,29.22,7.974,1.0,125,0,2023,11,14,False,True,False,False,False,False
19.9412,-155.621,28.56,8.083,1.0,116,0,2023,11,21,False,False,True,False,False,False
-18.2335,147.8174,27.32,8.005,0.0,136,0,2023,11,28,False,True,False,False,False,False
-0.9177,-90.9771,30.68,7.939,1.0,108,1,2023,12,4,True,False,False,False,False,False
3.1725,73.3067,31.49,7.952,1.0,81,1,2023,12,11,False,False,False,True,False,False
15.043,-75.0194,28.43,8.053,0.0,91,0,2023,12,17,False,False,False,False,False,False
19.9993,38.4655,27.76,8.137,1.0,108,0,2023,12,24,False,False,False,False,True,False
20.0407,38.4861,28.08,8.098,1.0,129,0,2023,12,31,False,False,False,False,True,False
